conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,response_behavior,response_quality
90554,90554,90550,Sort it out ... e-mail app not working iPhone8,"@135596 Hey, can you tell us what's going on with the Mail app, specifically? Also, to clarify, are you referring to the native Mail app or a third-party mail app? Let us know some details and we'll work towards a solution.",information_request,other
90554,90551,90555,"This ‘unread’ message will not go away. Can’t send to junk, can’t delete...",@135596 We totally understand and would like to help. Please join us in Direct Message to start troubleshooting: https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
90554,90552,90556,@AppleSupport  https://t.co/h5QGlm6Vl3,@135596 We can help get your mail deleted! Please join us in DM to start troubleshooting: https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
90554,90557,90558,Help ...just updated to iOS 11.2 and STILL this scam e-mail will not move to junk or delete or go away! It’s driving me crazy! HELP!,@135596 We're happy to look into this with you. What kind of email account are you having this issue with?,information_request,other
90560,90560,90559,"So every time I go on YouTube and I watch any kind of video, the video stops like it pauses on its own. Idk if it’s a glitch or something. apple I’m guessing it’s from the newest beta.","@135597 Hey, we'd like to learn some more details on what's going on so that we can help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
90562,90562,90561,All of my photos have disappeared off my phone! Just out of nowhere..they’re gone,@135598 Hello. We definitely know that your photos are important and we are here to help. Have there been any recent changes to your device? Do you use iCloud Photo Library.,information_request,other
90571,90571,90570,I cannot download and update apps on my iPhone 7 and it’s not the first time.. really annoying and frustrating,"@135599 That's not the experience we want for you, but we're glad you reached out. So that we can get you back to enjoying your apps, what specific iOS is running under Settings &gt; General &gt; About?",troubleshooting,actionable
90571,90566,90564,Thanks for replying! The newest one I suppose - 11.1.2,"@135599 Perfect thanks. When you try to update, what happens? Do you receive any error messages?",troubleshooting,actionable
90571,90565,90567,"IT Just keeps asking me for my password multiple times, to log in to my account and just keeps loading for a long time without downloading","@135599 Thanks. Since this started have you restarted your iPhone at all? If not, let's do that now. Does the issue continue?",troubleshooting,actionable
90573,90573,90572,I am trying to update my apps in App Store but it says that I need to pay.,@135600 Hello. There appears to be a billing issue with a previous purchase. Check this out and let us know if it helps: https://t.co/U96y4MTG7k,troubleshooting,actionable
90575,90575,90574,why does my phone jump from 60% to 30% phone battery and then die before it reaches 20%? So annoying,@135601 We definitely know you need to rely on your iPhone battery. Let's get this figured out. Which iPhone model do you have? Please DM us. https://t.co/GDrqU22YpT,information_request,guided_escalation
90578,90578,90576,hello I do not find on your website an iphone x as big as an iPhone SE? littlehands,@135602 We'll get you pointed in the right direction. You can view the iPhone X technical specifications here: https://t.co/ngwnmNILIr,link_resource,actionable
90580,90580,90579,"Dear , why does my keyboard capitalise words which have diacritics in romanian? Example in photo.",@135603 We'd like to look into this for you. DM us and tell us which version of iOS you're running. Find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
90583,90583,90581,@115858 really hate the way you badically bricked my iPhone 6 when the new phones came out so I would have to upgrade. Phone works like shit now and I’m starting to hate Apple.,@128527 We want to help you get back to enjoying your iPhone 6. Reach out via DM using the link below and let us know what version of iOS you have installed. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
90583,90582,90584,Sorry Twitter won't let me DM you because I refuse to give my phone number to a company that cannot safe guard data. I'm on 11.1.1 and refuse to upgrade to 11.1.2 because of the huge security flaw.,"@128527 We'd like to help you out. If you can't DM, there are other support options here:

 https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT",dm_escalation,generic_escalation
90588,90588,90587,Do I really need to update my OS to login to FaceTime on my mac? Seems extreme? Used to work fine now get ‘activation error’.,"@135604 That's a great question!  While we do recommend keeping your macOS up-to-date, here are a few more steps that you can try: https://t.co/a3pjcxysN2",troubleshooting,actionable
90588,90586,90585,"Thanks for the lead, but still got activation issues. What's the best way to get more help?",@135604 Let's look into this a bit deeper. Let us know in DM which country you're located in. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
90591,90591,90589,The last upgrade really messed up my macbook. It works way too slower and spends 10%~/h charge. Is it normal?,"@135605 We're here to help! For the battery, we'd first recommend checking out this article: https://t.co/IS1pJIaZuf For the performance, how much RAM is in your computer? Which apps are open? Let us know in DM using the following link and we'll get started. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
90591,90590,90592,"I think -for some reason- it works as it would right now. If the problem keeps occuring, I will contact you via DM. Thank you for the attention.",@135605 That sounds like a plan! We hope you have a great day.,other,other
90594,90594,90593,"I've lost my I phone 6 on Wednesday night in Kolkata, India please help me to find the phone or track the phone.","@135606 This is never a fun experience. Did you have iCloud with Find My iPhone enabled on the device? If so, you can go to https://t.co/tmRhWEkIq4 to track the device.",information_request,actionable
90596,90596,90595,why does this keep happening,"@135607 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",troubleshooting,actionable
90600,90600,90601,Anyone else’s iPhone been nothing but dead since iOS 11 update? Sort it out,"@135609 Thanks for reaching out! It’s important that your iPhone is reliable so you can stay in touch with friends and family. Let’s get to the bottom of the issues you’re having. To start, which version of iOS 11 are you running on the iPhone currently?",information_request,other
90600,90693,90694,"11.1.2 and I’d say 50% of the time I open any App it crashes, battery life has significantly dropped and phone randomly resets. None of which were issues before update.","@135609 We appreciate you sharing these details with us. Do you know if all the apps are currently up-to-date on the iPhone? We ask as this can affect the performance. Also, when you say the iPhone resets, does it just restart or is it resetting your data?",troubleshooting,actionable
